5000 10000
2564 45 422291
289 3368 265405
4888 1650 703179
3307 2329 693344
2261 4777 833860
1224 104 235380
4354 257 254992
403 2529 109008
975 1981 604906
4112 4229 272571
1201 4695 851196
2631 4666 646336
217 4712 164584
3912 1143 16299
1432 4335 639221
4968 1093 538486
4016 726 15069
2799 4987 75787
1217 493 973786
1699 1978 936113
1207 3268 678054
3182 4363 599437
3889 273 936470
3985 2408 251257
1362 4604 130881
2647 2906 153456
367 4026 682712
4356 3170 208586
4035 4034 258075
3742 2031 328828
4660 3612 131879
3234 2030 902757
3437 962 99244
1195 3202 951388
4165 23 916761
2857 4471 970427
1094 552 14663
3777 2293 178084
4245 198 472428
3014 3403 778175
730 3018 372150
942 489 980456
2142 3361 659062
3338 72 689935
1578 4157 113354
335 2105 802238
3022 1136 161151
1370 1920 957447
298 2633 473594
528 931 661913
1359 4660 557750
2587 1315 442602
4801 3515 579497
1254 1722 762889
1543 2843 322632
47 2596 910582
1707 1247 27794
912 2408 125531
895 4440 525653
3792 3949 595339
3083 1647 536840
3416 512 612753
2143 453 138884
1647 4524 795647
1644 3451 973023
4874 4594 275463
4143 1150 226814
3968 3015 792522
2229 2166 605615
775 2096 239275
3705 4051 242048
4341 2788 161681
972 4042 29567
4650 3853 823327
3171 3194 934737
4653 3794 225881
1323 3441 118470
4116 532 146422
3809 1911 131355
3416 3908 840594
1264 1904 450068
3813 1918 294799
2415 2697 255838
4681 245 637445
4752 2904 728217
4322 157 918490
2725 2451 902216
72 1141 540708
2435 4587 397701
3294 1421 22829
2236 1900 794665
1601 3929 220981
3690 1049 734676
3118 602 815178
190 1955 425802
214 4970 558242
1203 3749 292597
4829 3356 618617
1809 2146 433829
1333 1645 65768
3799 4008 925129
4592 2598 470596
3028 2518 898679
1470 88 298082
4747 1769 218830
2975 1246 942428
1131 472 203257
3604 1476 63034
131 4759 714598
2722 4174 29199
3454 4131 323446
2814 3103 275443
212 4204 834554
468 4033 271403
4247 522 446590
2043 1081 998174
3752 1591 325632
1190 4633 402938
2944 766 6913
1719 2103 138015
3580 2493 152804
1098 2716 939811
2475 4546 594559
4813 893 35811
2036 4987 10060
2867 2943 479971
451 923 777060
1554 3404 585577
832 3436 83772
2566 2795 17581
3889 71 365497
4299 4059 546418
2360 3563 532832
4519 4603 474284
362 2968 583677
131 259 328783
4890 1228 778801
4858 4703 277082
604 3357 828058
2868 4507 103885
1684 3701 828599
4340 2794 399685
4904 4286 819899
2825 4931 897543
596 1179 323381
2183 3839 388711
2681 2731 571906
2924 3893 203600
1748 3299 386987
1950 3778 992552
3995 4696 816160
3570 566 189124
4027 2880 772733
4947 1418 905401
4895 1630 264389
4784 4978 200946
2110 307 779193
498 3445 693206
84 2864 276671
3529 3334 31664
2910 4667 294783
193 1635 752352
4625 17 669032
1998 2799 825412
4922 81 753025
4592 4244 350174
445 1008 196031
4002 3616 351730
749 687 575730
4903 1125 402071
2504 847 494688
4376 4074 234223
2386 4045 764484
1728 2420 350037
4523 4901 896151
235 4317 316841
1515 609 907730
2378 3733 274945
3290 4254 797078
1985 3860 592504
904 906 772582
4431 165 35869
3554 1836 375184
3491 3357 435437
860 4768 549147
219 27 697259
758 1476 542118
4629 3110 714558
1188 451 345578
3513 2094 643553
2268 40 72519
3093 2963 416084
4448 3862 254346
4292 2633 116431
3678 4468 227036
3547 564 982329
2396 1622 3705
2671 3 414934
3059 1111 587496
869 3964 308521
3015 3916 468640
3538 827 981453
1996 513 362807
4301 4622 734139
738 756 202203
2673 504 44731
4651 572 585909
104 609 789173
2692 1561 91166
2938 2614 32563
3550 80 456167
1669 4274 126450
3354 1646 441084
4916 4220 611480
4386 1662 789950
4039 545 669368
636 2650 29194
655 2146 434293
3714 3681 722894
1840 3668 303010
3401 376 574377
940 4480 870528
1360 2148 369191
3772 600 146927
148 1233 183977
3297 4505 399028
3915 4277 291587
142 3151 715950
1128 1216 960402
1120 701 75601
4895 1156 227237
1273 2811 803343
790 2969 635332
3470 4166 547962
4299 4831 537099
1774 1105 762895
239 4062 468422
380 1930 434097
140 3382 375170
2398 2666 416839
2517 263 388645
3547 311 189626
2912 270 181151
1861 3892 572761
3843 2420 961082
3865 1708 845330
4709 1588 602453
3754 4686 434880
4141 4105 563159
322 4724 721939
3376 3168 69097
3062 4992 63996
2938 3806 579
3541 2709 556910
3810 4667 293067
4640 4849 61663
3269 3233 924649
1981 2382 951884
134 2263 143752
4521 4755 529727
322 2202 427480
4688 727 958986
3846 3601 979682
2538 4329 537088
1885 3826 968172
3191 353 480600
1163 3734 690120
1280 1465 44997
4942 4432 755730
4523 3230 722870
4899 872 28393
568 3230 398075
4337 1376 201649
3153 1379 897554
1261 2091 12651
2755 4389 322442
1938 665 113901
1850 3898 769609
3721 4704 375618
897 1383 79841
4836 1546 822029
3737 1292 412161
116 4837 83172
4178 2247 145637
2498 3305 629124
801 4699 705255
1424 4231 404192
4814 2762 498815
1830 970 750421
2147 4565 82515
4025 3429 667542
4626 4484 230343
4039 2288 691417
2282 1099 228094
4418 691 999050
3924 2218 287768
1176 2962 346851
3131 2713 758756
1174 3320 455002
261 1954 368505
1491 4580 162891
4116 4408 655683
2411 1621 641495
4730 3039 550893
2708 1207 360336
4031 3063 600759
690 4339 96311
3846 4465 297441
4648 3431 140190
4011 72 243000
4218 4151 523952
3077 2602 294456
3078 1928 582776
1648 70 530682
906 476 744809
3505 3115 243004
4622 1341 358136
2733 1380 645992
1734 4373 47698
4450 4942 191338
333 4118 912762
3256 4817 417605
1553 637 769435
1381 1182 259171
2587 1381 483423
3241 3727 56296
3401 3070 606282
4467 2313 858931
1251 437 882805
740 1538 430874
4793 2683 68205
276 3214 415368
33 486 650813
1449 4916 975830
3689 2978 598071
2199 1122 689594
1825 104 9101
4330 3167 272805
4432 3242 811695
3288 4996 460153
1732 2979 404828
1208 308 576028
1186 4708 321100
4333 1161 1503
501 3575 967205
1322 2536 204476
854 2745 480101
4222 1451 777755
4217 518 388458
1572 4982 945964
3134 4784 417420
3952 2258 337983
3157 2692 271842
80 2718 190942
4154 3115 359490
1613 2573 140590
4977 3951 5815
1971 2437 935684
2470 1061 798989
2883 339 639790
1234 1199 236847
4990 678 310582
2816 1890 684013
4302 2867 502094
1620 1740 335923
2848 1830 766379
4479 867 981366
3157 4706 824700
390 3144 224564
2269 4790 608088
886 1084 232128
2029 1243 59439
1007 3281 378546
102 3832 505200
3983 1420 55041
3628 3649 667252
1415 156 334046
2500 1979 821889
4427 1704 996932
2333 4752 215326
3424 2096 158184
1410 3059 328432
1886 4454 942715
2804 2746 430935
4426 3893 658523
2990 4026 517850
1119 2721 628983
2398 2310 344966
2941 1104 953261
715 315 45071
3750 717 390975
2864 4868 133348
1425 1966 744924
3863 4852 420084
1319 785 488134
3137 1956 939879
4609 2777 182906
2796 1642 997244
1795 3628 856767
4486 4893 313681
414 4050 460626
709 440 492619
1007 877 657300
1153 4753 929822
4048 332 750443
1279 890 35761
2996 3147 458300
670 4798 127697
702 4603 755441
146 2942 807494
3318 4078 146674
1571 4064 647011
1862 1383 165372
1491 3473 797295
3185 4272 871114
794 4586 294159
904 3999 774257
407 4622 914292
2974 3180 726118
949 4988 235781
2900 29 114125
3526 291 484868
3796 1178 72205
3958 1904 612592
3412 1315 649800
833 4326 791824
1921 2596 515749
4577 1549 952238
2828 209 551198
281 2493 372872
4288 1048 879231
631 2485 253332
701 1467 274994
2430 1786 815868
510 1050 254808
1561 1914 912740
3241 1618 759124
1313 2356 633242
3134 2741 285801
990 2163 122900
3456 1278 48554
4623 1042 335240
1699 342 841435
4643 4182 960516
32 62 930227
2851 1595 870885
4915 3109 657829
2509 4806 328964
411 1806 887086
1046 2185 482346
3329 49 538938
3221 2716 947783
842 4787 679266
4598 1915 22560
404 1391 294563
2152 3194 679280
1535 3604 206272
4888 3153 206725
291 2951 719604
3289 499 146688
2872 1455 108139
4052 425 418568
2355 2019 869346
1276 3103 724833
2383 1702 268320
3484 952 914534
456 4013 676345
1049 3963 978138
1110 606 622009
2455 2452 636455
39 2149 684083
2802 3213 444760
455 643 489683
1912 4630 434305
2173 2788 193836
4258 2094 857181
1337 2691 845464
791 4277 536335
4529 4167 100154
4635 4465 2960
1511 212 581920
4273 3733 823990
3621 3371 163745
1715 3168 381993
4618 940 320249
3337 1909 770462
2026 1665 881836
4972 2519 565247
4694 4204 794190
4826 1008 68689
2673 3575 677152
4165 2001 125688
3578 1 144940
495 4731 383802
1143 627 747027
1857 695 993045
1424 3824 853864
1850 4749 553604
209 1380 782817
75 2287 853663
884 4579 830437
4373 1093 699157
4765 4551 126406
1356 4889 858297
1449 4742 501754
1249 1828 484206
4658 1004 130575
4547 3972 359564
3614 1888 133433
1761 234 666345
1438 4939 311410
4631 2272 578961
3184 3432 659730
658 2246 555862
789 534 964358
4698 4326 517255
2521 3837 138526
3377 3615 406779
11 115 596309
2220 2723 689146
3693 4912 3136
2609 3703 666606
783 1518 711254
1490 4019 37171
3677 3305 259311
3544 1503 867802
1528 2490 819390
82 4384 944010
1420 1228 370583
924 2749 22995
3908 1834 376830
2637 4778 935949
798 4799 895781
4064 4210 355039
1428 4665 622863
2378 4752 54612
504 186 57002
2269 344 422731
3660 4146 712177
2674 805 780139
635 2290 626016
1903 304 901805
2406 2316 759932
1932 2919 538210
898 1515 803600
3477 929 68676
3783 3574 931349
30 4754 2173
3610 3842 416733
2268 4276 198129
4674 3539 11338
1237 1818 53819
4872 4867 175842
3841 3531 474522
4601 3074 551808
4291 805 846093
3110 1396 891838
34 1554 778467
2642 2909 491664
1635 607 443998
535 3670 765112
200 2350 157008
2023 4707 429626
2715 1000 258561
4649 812 994054
4970 1953 95041
2654 2837 176250
2870 2321 377347
642 3851 503984
4705 4439 539347
656 754 540991
4084 2172 565910
411 902 814810
4052 4522 284249
4878 4535 343810
4055 202 276256
2537 3619 746535
4879 2073 854909
3413 47 83066
132 558 383718
802 2918 175553
3885 4447 598079
4859 3994 562549
1043 3199 899104
2259 3402 890558
288 3408 872015
826 4446 861899
2916 3692 512866
1448 1766 229030
737 1670 948177
3186 4319 430389
5000 2641 969451
1565 4011 329751
4832 3209 600181
4116 2972 511619
696 4478 545815
3249 1279 159633
4817 1741 117048
3553 959 349426
2069 3335 580836
538 1478 691542
2049 1004 465092
4993 1585 228195
3876 2718 153195
1178 4446 44210
1524 3796 935913
2232 4224 981616
1981 269 878693
3025 476 206114
3396 3979 728317
220 4037 650273
4535 1952 328799
708 999 16344
153 254 327006
3906 2519 683013
458 3992 646212
323 2047 967586
3280 2609 968138
1527 4526 952036
978 275 925517
1456 2651 509170
4017 2536 213728
2123 1365 953432
3709 4879 191183
2898 3662 525697
1457 1260 381503
344 711 553859
4560 4615 937706
369 1653 730325
3592 425 555200
3472 2709 594788
3291 2853 427154
3083 1278 549802
1824 3340 584409
3541 521 563531
3991 413 214660
2829 2991 72886
243 3682 522328
2106 1802 624435
1512 4243 914830
1638 2769 935373
1256 2067 415488
4744 4509 367990
3172 1083 286275
4349 2760 802028
370 4524 799052
1404 972 953508
2406 3727 162946
650 4289 382041
2821 4011 812871
748 1190 679029
4745 4758 222379
1113 447 694832
3398 2565 22349
3569 3523 486758
3653 3288 313125
3954 2619 600641
1134 3163 251370
2814 3938 362152
1040 2495 964247
2830 1480 923293
115 4139 446996
3575 2769 760635
3220 2648 282153
3443 855 771896
4011 1747 839693
86 800 645921
168 4815 400189
2376 4349 327216
2237 4640 664418
2048 3354 496438
4733 3681 565944
2884 3310 377013
3446 4804 202754
4324 3794 903781
2374 3524 207343
1096 2700 656458
2677 365 95813
2828 886 402174
435 57 255097
453 4194 700784
3804 4809 614018
1309 1050 180140
2619 4266 254039
2536 3086 515498
2756 3519 83604
1064 2228 764362
3638 2767 816266
169 3735 102307
3540 201 457714
2436 4128 494812
595 91 863865
1835 453 727732
4294 3598 598256
2619 4975 777891
4924 124 452293
2613 78 148938
133 2628 343326
2665 2833 298578
2139 1576 502708
4862 156 392301
3423 4394 263939
2700 1836 527846
1496 403 353214
3311 656 630052
4691 2474 307967
678 3296 524058
537 4677 771775
3362 4001 736637
4479 2677 352516
4302 448 401024
4941 3193 511362
3776 3606 909233
1697 912 570551
3085 1375 275507
998 3738 181102
2192 4028 360493
1368 3404 998320
2389 429 545905
4234 2575 571608
699 222 88243
2751 1811 670418
4812 1581 827661
1958 1869 863789
212 2728 699495
669 3854 702224
1247 4853 621834
2647 3420 683970
1701 4559 907630
908 4947 382406
2938 1120 928651
1581 2074 503362
1548 3543 260345
3163 1771 131257
1692 4235 663599
4245 2396 814716
3235 986 339945
2771 2650 405747
4816 2699 962242
3386 4436 90767
4111 1497 839763
4059 4399 141893
2263 376 450198
3088 3861 341754
1824 3625 311402
2104 4531 482466
257 2760 58680
2102 1258 531340
590 3973 542020
3341 1142 417053
4707 3530 561158
3526 1789 162093
3781 3211 518974
2106 4901 279496
683 3133 97126
2660 3995 804495
3326 4044 850434
476 1391 872881
2319 3901 388761
48 3453 305533
1839 2788 250159
2794 4790 845442
3493 4521 122295
4777 123 205190
4357 3212 365664
3119 1298 173629
4924 4364 364412
2871 3970 585870
4397 480 966541
2993 4728 426649
3151 2615 296007
3900 3924 431994
2002 601 332182
2101 4881 335941
4058 1975 788011
2487 383 434942
4919 184 787111
3444 1135 493439
1389 2080 318949
70 614 909004
2446 484 22973
4607 2987 822744
4311 1406 553910
215 3757 286115
4809 2674 190799
2426 1322 972367
4877 228 483410
201 4449 177082
2117 3471 825232
4336 2021 497807
1928 3683 131327
3869 1196 499088
3871 644 413082
811 4438 394575
2069 1433 749697
748 2438 582618
1246 3021 795309
1110 3320 304077
318 4179 820025
612 751 559760
2127 1903 40925
1178 3591 829935
2831 328 157206
84 3322 3036
3823 3301 396819
2105 2726 318207
211 452 954155
3984 3876 376360
3306 4319 606066
3506 3376 838921
4293 4029 151784
1610 1587 647179
1859 3039 384034
778 3957 646684
3987 2222 519980
4959 2474 820952
1668 2863 172082
2011 3558 684898
4934 3230 237183
4482 3569 955659
3460 244 42143
3180 3292 341733
1981 2893 841510
4968 1074 862169
1784 3320 764985
3908 4153 641511
2487 2634 740119
1793 2535 915675
4314 4464 319021
3732 1242 394404
1400 2747 132819
4975 3400 934559
2910 2218 185638
4273 452 830127
1907 3979 48987
2269 3537 593491
1851 4033 988054
4763 2370 255727
990 4049 851651
1845 2576 619862
1750 2480 664537
4118 321 498110
4669 99 270251
3687 580 275813
3249 1928 255552
3378 1546 557733
2285 558 946581
971 4186 287911
482 2463 197428
2824 1270 217086
1 2320 928088
3299 4169 908062
3728 2526 866489
212 1064 133167
2938 3524 741306
1271 4078 935667
2400 862 168410
4297 2115 3591
1143 1082 464995
4092 1227 960165
3710 4119 111148
4934 4828 948799
1445 4969 984694
4707 1169 791765
2398 3878 672820
2059 522 999063
88 1194 832067
2851 2605 406265
1610 1689 301290
2712 1489 786898
1272 2083 572639
3596 87 267299
2973 1953 148071
3747 2590 851352
3712 1684 569948
1576 1405 220213
1485 3941 570467
995 4733 732016
2568 449 860252
959 2791 689964
1320 1150 245215
3334 2277 836960
3459 2461 89609
4918 997 766991
4004 3027 551851
2868 4525 336297
1355 4495 106600
4028 2923 87034
562 2066 733385
1638 2063 661675
1433 852 660243
3834 4469 386195
1573 4936 775542
2934 4666 952409
2865 241 790669
37 2413 594256
2468 1198 843857
3908 3806 370785
2842 755 383608
2451 4586 747563
223 1217 302813
1410 3767 252644
244 2869 173866
367 188 554475
1381 3198 263977
1462 220 954005
1667 4693 525734
3554 3043 413336
3715 3656 249303
2586 4041 615993
4097 4628 425198
1967 2366 234756
1616 2622 491266
3073 2768 967362
1760 897 583870
3721 1783 715961
1741 3829 763073
3640 2263 856913
1637 1536 464155
4508 4628 392458
4642 2510 867920
3894 4514 198158
224 3972 22034
3934 641 997954
1364 4789 29719
3922 4872 760623
1353 2758 982917
1122 770 764203
3730 2295 387083
3392 427 340170
805 3169 941607
4856 1837 840644
3558 285 807033
1751 2624 696351
4814 3780 987089
947 4492 694091
3192 3114 334441
3818 4135 554095
1698 3683 63989
4600 4033 138538
3910 3942 706215
1921 3260 251770
1010 4083 153975
4806 3362 750217
4143 2694 864102
612 4115 377313
1588 3056 330082
4400 757 317432
1903 4025 997766
4420 18 31712
2187 604 870848
1835 1102 841600
788 2729 138365
3982 263 140590
3610 1278 439884
1693 3827 509261
2638 2923 790106
4628 4378 712379
4720 1229 683401
2060 4762 49986
734 163 575085
114 3670 678862
2005 2520 556477
3263 2889 530977
1796 1073 646731
2978 4896 570626
4339 2012 173503
1884 3139 490461
1452 4825 475765
1628 3458 889955
3889 1681 495604
1198 195 302470
2891 2755 238049
4726 721 546737
633 2465 832098
2202 2809 214489
1218 3847 172569
2444 2969 70713
1754 1238 785635
2613 3202 853866
365 2915 360711
4837 1122 486228
769 1087 467907
309 4837 541302
3836 2668 622939
2145 2059 447046
1465 3583 674284
2450 1936 518609
800 3670 302092
738 1868 915004
146 2522 957894
1896 2538 136497
3026 265 392771
998 4314 795881
4389 876 842596
3131 594 49758
2973 4832 423390
2743 3587 147398
2574 3960 649569
342 1989 213119
4339 3920 605528
1672 81 715309
4971 4947 408145
281 741 905737
4173 1155 783503
4660 4667 203546
4682 2171 538651
2061 3189 814927
4931 4447 155174
4741 2687 999750
840 231 725420
2703 1666 914729
3155 4119 432976
2629 2931 276136
2787 2116 633743
2342 4908 692810
2374 1957 362551
2772 4786 249937
882 3089 900576
4306 4875 334314
2302 3994 220217
1471 4707 73195
3011 664 556711
1466 2741 913621
3907 2250 526938
842 924 566487
1171 4378 738953
520 4524 381398
1988 1984 703360
4234 982 634857
3 4773 322274
4365 2725 823948
3763 138 486815
2218 3257 6217
2237 3421 971575
2788 548 394639
4352 738 114365
4695 4000 561712
199 4860 249999
1221 323 637767
1736 3882 101785
2370 1424 508356
792 3824 322857
247 514 76305
1598 793 879469
3962 2169 413529
2550 3680 58960
1946 3497 731479
3303 4984 919259
1939 2998 574285
704 2954 82899
2360 3105 802932
3339 2778 249517
816 2457 38599
3192 2484 720473
3174 4697 504456
2878 2661 410108
4208 2247 503828
2825 1884 53401
435 396 395046
1494 3755 408571
3272 2307 514086
1758 3807 114031
893 936 332384
4015 3348 780245
781 2262 575347
476 2459 817618
3260 4339 374195
258 395 749689
1932 403 903343
286 4058 252074
260 1279 17693
3051 1947 142334
1328 4928 280239
4919 667 561862
868 1997 696640
1129 405 700266
367 856 709282
1509 2190 158323
1005 1358 11065
4473 4887 613781
3986 2918 798068
3049 4797 214385
2256 2596 922378
4123 2716 737011
1007 2099 534345
2404 4009 858119
2152 2840 49832
3350 3651 380600
2125 2048 851676
2851 3544 663166
4016 4693 776298
2582 1934 685788
1939 575 582522
1196 3905 362419
3481 4810 249431
4890 4969 518598
821 27 655527
4977 1610 365390
4452 2974 6034
2932 2620 498253
917 4496 513876
4962 4487 488599
3792 3989 419949
4410 4166 748130
4242 2765 853442
1560 910 852399
3871 2151 352336
3594 487 704018
1032 1148 967679
4893 3148 601124
1506 3000 846732
2897 4793 543600
4636 1236 87043
3223 2470 387430
7 1930 203593
2595 163 791640
3882 3782 953007
3195 1749 969822
3459 1407 670800
534 4986 60375
3644 1459 183466
1543 4625 819110
2089 372 690237
3833 1110 421359
425 4270 217120
2304 3344 42267
1423 863 391757
1634 37 7486
2312 2549 521441
3795 1564 622551
3928 1778 414728
685 1304 44102
1888 2427 978010
1416 3895 685186
1819 2840 916947
4144 1351 129104
2126 3288 606779
137 2716 9680
4846 1860 972254
4154 19 108787
2665 1170 464429
1256 2315 211214
4335 3386 4524
4147 3767 221625
1797 2972 120694
815 665 762910
304 4038 522572
3991 3538 387048
2715 2860 813172
338 4322 327689
1613 2426 671068
3652 3821 463591
4090 4579 889724
4863 83 720699
684 1003 695612
2866 501 169087
2157 396 246229
470 2136 780818
3033 3523 431774
2586 3773 730378
424 207 596956
2548 855 432728
2973 4361 680880
3839 3674 225776
1032 4728 263358
4794 3503 540185
1978 4621 262828
608 3748 392724
1365 2591 410900
2876 1313 51413
4988 2617 965893
871 2604 495767
1463 3940 744231
428 2642 272862
2542 4882 484150
1379 4615 217467
3979 3851 727242
813 2074 951237
1519 4141 15280
922 4823 443759
584 4107 936597
2515 1548 417717
209 3964 950120
1426 1401 28595
3171 3612 8268
2688 1818 645675
1549 2352 423043
3014 2208 789018
4443 3358 753748
3971 4644 244293
1821 3913 346855
3118 2436 810485
1330 1214 18838
4833 598 845631
3294 1857 391719
3678 1024 456727
4321 1018 555643
142 3643 625989
145 3144 176979
4080 1174 853563
2910 3014 751243
934 1170 744234
2894 2985 630434
1061 2576 145162
2244 407 963370
3020 4691 886143
4829 1666 526213
3790 2213 870210
4776 1317 424248
4260 3853 30727
1361 2329 201297
128 1636 443257
4620 4221 120461
2229 2664 139534
1170 3571 721680
678 4433 576839
1538 3883 171735
1750 3427 866785
2871 1854 20717
1681 2291 564746
2943 270 844825
170 2785 284832
2637 2622 451011
3217 1927 280779
3289 1029 751497
3294 997 253559
232 1294 811145
2151 3036 643206
2551 3327 365261
1896 3431 808053
3404 4629 545636
3410 2347 333456
875 217 966554
531 1105 386427
1327 296 36112
855 593 888474
1046 4632 159409
1445 1059 662750
4982 1151 36660
2398 1507 265434
4697 4533 123007
1114 2231 239440
2177 3288 764810
4335 1726 505105
1379 567 177369
1121 2402 783743
2741 2377 795697
4427 954 678896
2748 276 767066
2405 2104 606856
2710 1066 298711
4637 1506 417180
3277 4809 278433
15 667 491534
3006 4374 972878
2305 3785 845465
1738 3497 576371
887 3064 716012
2814 4658 25521
1173 2795 439563
358 3498 516209
4802 3462 472466
719 1895 897851
1540 1142 30559
3625 3466 959294
366 2532 85109
1043 1979 706605
1010 820 375633
4880 1849 843897
2625 2821 20390
454 165 948257
3912 3360 571152
2169 3967 549210
1281 3715 206220
3548 3366 727864
4424 617 545028
3514 790 405044
4341 254 783412
3863 2507 231077
1868 1943 398328
4077 3146 695951
232 2231 846350
4799 3310 255261
1193 4280 662235
2130 1548 257703
614 2109 985531
1732 613 634404
4049 3527 809321
4129 4301 730446
1456 2099 148811
4372 4123 741628
525 2689 321136
906 3271 177442
2402 1469 754891
2445 1892 315892
2529 148 829941
2108 3136 54323
532 1573 40770
1351 1301 777747
505 4485 760444
3190 3559 5821
3438 1854 752196
1081 1248 64680
977 325 121647
533 4145 114821
2454 2557 338855
877 4781 921207
1185 3553 281566
3091 4316 325658
3972 4487 145050
1474 4332 199114
3143 4188 24429
4496 1474 961715
1332 1107 103838
4069 1056 719898
703 51 799573
4417 1529 890920
3812 2180 200916
4979 3303 841249
1525 1787 687817
249 1142 903063
3204 1387 988734
2839 125 609414
1571 458 674434
88 4803 907421
4763 3423 898185
2140 4862 103659
2445 3456 313884
1607 2229 845813
3802 666 940751
2727 3690 951262
41 4889 349927
404 903 660089
2032 4778 227427
2347 3843 678115
1443 1352 572803
161 3556 55291
1940 353 784141
49 3539 559971
614 4250 872747
2036 967 18376
4330 3810 333597
2315 682 956027
2047 1070 986587
3930 1967 242690
2045 2720 487203
2124 1196 764075
4011 1078 427028
485 1574 457439
4068 4036 197125
2743 1103 808481
209 3748 468741
1759 1232 300106
3776 1298 435250
1474 2362 647850
106 4786 574092
3690 3856 773789
1889 305 905723
3022 3202 471293
4603 1742 17506
1159 2949 94336
3257 1742 327368
757 3695 345067
2381 4330 639262
4903 315 780970
4577 4941 867184
1624 1955 218543
380 69 125464
80 1926 83386
4065 3659 512362
4843 827 764119
675 3352 48502
4216 1042 172473
259 4322 157032
1302 1303 157012
1648 3904 535501
3191 1629 292024
1015 1778 946699
2441 996 555691
3530 2084 153381
1676 1173 311560
3410 592 637049
2796 2170 297985
777 11 267175
4911 4974 615523
2288 4558 586003
3866 2024 195589
1918 2925 609819
838 4379 937182
977 2487 192587
3625 67 781572
3001 3475 580307
1791 2301 226640
1640 246 74970
1608 3590 785750
3538 3836 859692
4489 1273 871755
1959 4266 702358
3828 1036 225577
694 3207 271227
3095 3691 661180
87 1447 6378
3527 2306 405743
138 2343 611469
2482 1160 668266
3772 3172 203112
1695 1040 410225
1902 543 958863
1546 4114 454800
2974 4013 86145
4288 198 654072
136 3266 185876
1729 2172 9568
2858 3389 329309
4206 2980 872923
2033 2526 17533
1260 1684 619294
1616 26 600333
4898 3154 964722
1404 567 465532
4991 3456 310173
3806 1261 819877
1615 4559 8734
3058 987 593977
2020 4897 336544
274 4916 907055
697 1685 383163
4859 2109 362974
3152 2795 533848
1077 437 853762
2346 3890 835628
1367 1802 286135
2986 3830 50303
3691 4354 42425
506 4402 966537
234 403 597050
2769 1991 944022
4504 612 726664
2250 3393 877935
3004 2774 949421
2800 887 913480
277 1342 823153
3003 541 912364
4520 125 719853
2089 1037 623779
513 1695 756380
4145 3368 182157
533 3849 9874
1843 1367 652726
4931 1826 305612
4511 2948 586638
3432 507 868601
2978 3995 131285
3924 3390 635702
1525 3008 660966
4074 504 666274
410 332 272174
2538 4222 375156
1550 1200 63541
549 376 35136
3639 3927 835598
3664 4356 898272
4920 2033 558931
2129 3883 697752
4796 452 136957
4529 1343 140932
3623 3089 401983
3501 3887 801866
3950 1322 308921
940 1181 121717
4402 1846 346536
3320 2457 736435
4821 2003 468891
2513 3703 960327
2777 494 271331
2655 2071 264763
3462 3102 312459
1114 3801 363107
2512 4892 278066
4265 4151 561395
2584 2587 543977
4790 923 315261
3371 379 908149
3797 1799 552926
2529 88 744963
3152 511 737641
2824 4547 431672
2109 1232 991833
260 66 257013
2613 4910 524950
1914 2209 482849
555 4705 95838
3898 3792 935273
2138 2929 255259
2904 3772 88252
2642 877 402027
3554 2305 780467
36 866 978229
43 1019 786797
3567 641 389704
1654 4020 238224
4378 461 909594
2789 2802 343738
4117 1741 238702
284 48 696708
2102 1166 219951
2539 3355 160570
1656 4749 157835
2222 2914 593110
1322 2208 667549
257 1626 29734
1393 3332 466795
3702 4763 725234
3637 4055 687690
3637 4154 616195
504 805 428601
553 108 682146
1397 4795 776492
1354 1020 412529
647 839 877419
135 1984 48240
3487 2746 893311
3162 1462 735131
4426 4227 828932
4333 1977 667299
2441 1729 557151
1840 3280 881091
3804 1324 753531
672 871 452957
4770 2399 148153
4137 2674 65201
3893 1523 513026
3374 3691 869206
560 2709 599268
3909 1954 528384
1047 4845 13673
2346 330 672192
2024 3654 673301
4359 562 889229
1112 2355 432361
763 204 289856
3763 2351 681271
2806 4415 406021
1577 2357 67462
4410 1308 90252
100 940 868000
3918 3597 161875
4172 1522 183636
1391 1529 946798
4439 3519 810408
4080 1046 773675
3852 248 872227
1391 402 759708
3883 2125 872477
3033 3242 88254
4182 876 280381
4460 4976 800891
1201 4743 811353
2290 2201 355330
581 3845 501716
1481 3749 657271
2197 3570 753724
837 4108 680549
2970 4346 299394
4689 2034 577416
4977 2444 841662
3664 370 356374
2434 4870 162737
4235 190 325132
1834 2827 568037
2249 2551 931576
2922 2037 37153
3651 2506 184196
43 3459 766428
844 3503 566572
1005 4565 714000
128 145 537205
4534 3292 915884
2452 2384 13058
3862 2675 321212
2438 4436 184804
3266 2599 869515
1533 2207 783684
312 1599 918029
1136 1051 476918
2975 171 274330
4236 4585 416551
322 30 887382
1196 4176 843690
4876 3584 226165
2395 2379 727575
3719 4708 504323
3562 2605 930365
3066 2791 832363
2348 2580 629925
2139 3803 16981
4498 565 368161
306 4476 710933
3976 1590 404760
1194 4747 679760
2698 1023 591970
273 1049 681035
2523 1452 398294
1731 1815 214399
3537 3791 405278
2389 3768 638777
2551 2189 724598
945 392 200406
4171 3590 415399
4697 485 885464
419 3032 755371
545 2722 981821
3938 1753 58815
4083 4974 587265
1807 2785 714902
2207 4977 973557
2725 976 798264
4957 4713 647332
1926 2080 693553
2386 3214 976731
727 3148 452398
5000 1496 311710
1104 3697 79388
